id,title,short_title,issuing_body,document_number,citation,authority_class,binding_status,jurisdiction,scope_note,official_url,alternate_urls,archive_url,publication_date,effective_date,last_amended_or_revised,date_accessed,last_verified,verified_by,verification_method,jurisdiction_confirmed_by,http_status,content_hash,superseded,superseding_authority,supersedes,related_authorities,update_frequency,watch_triggers,access_restrictions,copyright_note,reproduction_permitted,pin_cites,unresolved_issues,confidence,file_path,dependent_files,audit_source_ids,audit_provenance,audit_cluster,fetch_alive,source_origin,source_file,nonofficial_mirrors,verification_limit
michigan-privilege-and-confidentiality,Privilege and Confidentiality,Privilege and Confidentiality,Michigan Supreme Court / State of Michigan,MCL 600.2157; MCL 333.18237; MCL 330.1748,MCL 600.2157; MCL 333.18237; MCL 330.1748,statute,binding,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-18237,"[""https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-600-2157"", ""https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-600-2157"", ""https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-330-1748""]",,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,URL catalog; robots-blocked,Official section URLs recorded; content not fetched.,MCL Michigan,blocked,unavailable — primary text robots-blocked or unfetched in deep-research audit,unknown,unknown — verification required,[],"[""privilege-mcl-bundle"", ""42-cfr-part-2"", ""mji-privileges-table""]",unknown,"[""Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.""]",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""MCL 600.2157"", ""MCL 333.18237"", ""MCL 330.1748"", ""42 CFR Part 2""]","[""Edition/revision stamp on cover not extracted this run."", ""Hash path multiplicity — prefer human navigation from MJI publications page."", ""Currency and case-specific application require confirmation. URL checker could not fetch this source; verify directly from the official agency before relying on it.""]",medium URL; low text,references/michigan/privilege-and-confidentiality.md,"[""cheatsheet/L1-pro-se-guide.md"", ""references/michigan/privilege-and-confidentiality.md"", ""templates/privilege-log.md"", ""templates/subpoena-cover.md""]","[""privilege-mcl-bundle"", ""42-cfr-part-2"", ""mji-privileges-table""]","family-court-source-ledger.json (deep research, 2026-08-09)",,,,,,"Primary text was not machine-readable in the deep-research audit. URL/source identity is verified as stated; do not treat current operative wording, pin-level text, or form footer as substantively verified until a human opens the official source."
michigan-revocation-of-paternity,Revocation of Paternity Act,Revocation of Paternity Act,Michigan Supreme Court / State of Michigan,MCL 722.1431 et seq.,MCL 722.1431 et seq.,statute,binding_if_applicable,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-Act-159-of-2012,"[""https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-722-1431""]",,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,URL catalog; blocked,Candidate act URL recorded; confirm sections on legislature site.,Michigan,blocked,unavailable — primary text robots-blocked or unfetched in deep-research audit,unknown,unknown — verification required,[],"[""ropa""]",unknown,"[""Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.""]",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""MCL 722.1431 et seq.""]","[""Currency and case-specific application require confirmation. URL checker could not fetch this source; verify directly from the official agency before relying on it.""]",low-medium,references/michigan/revocation-of-paternity.md,"[""references/michigan/revocation-of-paternity.md""]","[""ropa""]","family-court-source-ledger.json (deep research, 2026-08-09)",,,,,,"Primary text was not machine-readable in the deep-research audit. URL/source identity is verified as stated; do not treat current operative wording, pin-level text, or form footer as substantively verified until a human opens the official source."
michigan-sptea,Support and Parenting Time Enforcement Act,Support and Parenting Time Enforcement Act,Michigan Supreme Court / State of Michigan,MCL 552.601 et seq.,MCL 552.601 et seq.,statute,binding,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-Act-295-of-1982,"[""https://www.legislature.mi.gov/documents/mcl/pdf/mcl-act-295-of-1982.pdf"", ""http://www.legislature.mi.gov/documents/mcl/pdf/mcl-act-295-of-1982.pdf"", ""https://law.justia.com/codes/michigan/chapter-552/act-295-of-1982/"", ""https://codes.findlaw.com/mi/chapter-552-divorce/mi-comp-laws-552-601/""]",,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,Justia act page + FindLaw 552.601 fetch; official PDF client error / robots,Justia Act 295 of 1982 and FindLaw 552.601 fetched 2026-08-09. Official legislature PDF http_code_client_error; HTML bad_robots_code.,Michigan PA 295 of 1982,mirrors 200; official failed,not retained; run scripts/citation_url_checker.py,unknown,unknown — verification required,[],"[""sptea-1982-pa-295""]",unknown,"[""Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.""]",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""MCL 552.601 et seq.""]","[""Currency and case-specific application require confirmation. URL checker could not fetch this source; verify directly from the official agency before relying on it.""]",high identity; medium mirror currency,references/michigan/sptea.md,"[""references/michigan/sptea.md""]","[""sptea-1982-pa-295""]","family-court-source-ledger.json (deep research, 2026-08-09)",,,,,,
michigan-uccjea,UCCJEA,UCCJEA,Michigan Supreme Court / State of Michigan,MCL 722.1101 et seq.,MCL 722.1101 et seq.,statute,binding,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-act-195-of-2001,"[""https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-722-1101"", ""https://www.legislature.mi.gov/documents/mcl/pdf/mcl-Act-195-of-2001.pdf"", ""https://law.justia.com/codes/michigan/chapter-722/act-195-of-2001/""]",,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,Justia UCCJEA act index fetch; official blocked,Justia act page fetched 2026-08-09 (limited depth).,Michigan PA 195 of 2001,mirror partial,not retained; run scripts/citation_url_checker.py,unknown,unknown — verification required,[],"[""uccjea-michigan""]",unknown,"[""Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.""]",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""MCL 722.1101 et seq.""]","[""Currency and case-specific application require confirmation. URL checker could not fetch this source; verify directly from the official agency before relying on it.""]",medium,references/michigan/uccjea.md,"[""references/michigan/uccjea.md""]","[""uccjea-michigan""]","family-court-source-ledger.json (deep research, 2026-08-09)",,,,,,
michigan-uifsa,UIFSA,UIFSA,Michigan Supreme Court / State of Michigan,MCL 552.2101 et seq.,MCL 552.2101 et seq.,statute,binding,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-552-2101,"[""https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-552-2101"", ""https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-Act-255-of-2015""]",,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,URL catalog; official robots-blocked; full text not mirrored successfully,Official objectName URLs recorded; fetch failed. Act 255 of 2015 is candidate enactment reference — CONFIRM on legislature site.,MCL 552.2101 Michigan,blocked,unavailable — primary text robots-blocked or unfetched in deep-research audit,unknown,unknown — verification required,[],"[""uifsa-michigan""]",unknown,"[""Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.""]",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""MCL 552.2101 et seq.""]","[""Confirm exact PA number and current article text on legislature.mi.gov before citing article pins."", ""UNVERIFIED whether Act 255 of 2015 is the correct UIFSA vehicle — verify."", ""Currency and case-specific application require confirmation. URL checker could not fetch this source; verify directly from the official agency before relying on it.""]",low-medium,references/michigan/uifsa.md,"[""references/michigan/uifsa.md""]","[""uifsa-michigan""]","family-court-source-ledger.json (deep research, 2026-08-09)",,,,,,"Primary text was not machine-readable in the deep-research audit. URL/source identity is verified as stated; do not treat current operative wording, pin-level text, or form footer as substantively verified until a human opens the official source."
micourt-case-search,MiCOURT Case Search,MiCOURT,Michigan SCAO,,,local_practice,informational,Michigan,,https://micourt.courts.michigan.gov/case-search/,[],,,,,2026-08-09,2026-08-09,fetch attempt,Fetch returned missing_corpus 2026-08-09 — interactive app likely.,courts.michigan.gov subdomain,missing_corpus,unavailable — see audit verification method,unknown,,[],[],unknown,[],free,,quote-with-citation,[],"[""Interactive search app; not statically fetchable.""]",medium URL identity,,"[""references/audit/deep-research-source-audit-2026-08-09.md""]",,,efiling,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
mifile-available-courts,MiFILE / TrueFiling Available Courts,MiFILE available courts,Michigan SCAO / TrueFiling,,,local_practice,informational,Michigan e-filing program,Official MiFILE availability lists. Fetched 2026-08-09: Genesee/7th Circuit/C07/Flint NOT listed. Treat Genesee domestic filings as non-MiFILE unless clerk or updated list says otherwise.,https://mifile.courts.michigan.gov/availablecourts,"[""https://info.courts.mi.gov/hubfs/mifilecourtlist.pdf"", ""https://www.courts.michigan.gov/494f83/siteassets/mifile/mifilecourtlist.pdf""]",,,,,2026-08-09,2026-08-09,direct fetch of availablecourts page + info.courts.mi.gov hubspot PDF,Fetched mifile.courts.michigan.gov/availablecourts and info.courts.mi.gov/hubfs/mifilecourtlist.pdf on 2026-08-09. Package must state Genesee status from the fetched list face with line quote.,Michigan MiFILE program,200,unavailable — see audit verification method,unknown,,[],"[""mlh-home""]",as courts onboard,"[""Genesee MiFILE expansion announcement""]",free,,quote-with-citation,[],"[""Absence from list is strong evidence Genesee is not on MiFILE for listed case types as of access date, but lists can change without notice — confirm with Genesee Circuit Court clerk/records."", ""Local document-management (OnBase/WebTCS/JIS) is separate from MiFILE — do not conflate imaging with statewide e-filing.""]",high for non-listing on fetched official lists as of 2026-08-09; medium for future status,,"[""references/genesee/filing-service-efiling.md"", ""references/audit/deep-research-source-audit-2026-08-09.md"", ""references/audit/audit-mifile-nonlisting.md"", ""cheatsheet/L0-hearing-day-card.md"", ""cheatsheet/L1-pro-se-guide.md""]",,,efiling,True,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
mifpa,Michigan Indian Family Preservation Act,MIFPA,Michigan Legislature,MCL 712B.1 et seq.,"MIFPA, MCL 712B.1 et seq.",statute,binding_if_applicable,Michigan (Indian child proceedings),Trigger-based with ICWA; inquiry/notice duties attach early.,https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-712B-1,"[""https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-712B-3"", ""https://www.courts.michigan.gov/48e289/siteassets/bench-cards/bc_icwa_mifpa.pdf"", ""https://www.courts.michigan.gov/4a3044/siteassets/educational-materials/cws/supplemental-handouts/icwa/icwa-mifpa-compare.pdf""]",,,,,2026-08-09,2026-08-09,URL catalog; statute and MJI card robots-blocked,Statute and MJI ICWA/MIFPA educational URLs confirmed in search index; content not retrieved.,MCL 712B Michigan,blocked,unavailable — see audit verification method,unknown,,[],"[""icwa-25-usc-1901""]",unknown,[],free,,quote-with-citation,"[""MCL 712B.1 et seq."", ""25 USC 1901 et seq.""]","[""Full MIFPA text and current MJI bench card not extracted this run.""]",medium URL identity,,"[""references/michigan/icwa-mifpa.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,statutes,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
mji-civil-bb,MJI Civil Proceedings Benchbook,Civil Proceedings Benchbook,Michigan Judicial Institute,,MJI Civil Proceedings Benchbook,official_guidance,advisory_only,Michigan (judicial education; NOT law),Benchbook/QRM is NOT law. Pair with primary MCR/MRE/statutes for any procedural instruction.,https://www.courts.michigan.gov/4aef3b/siteassets/publications/benchbooks/civil/civilbb.pdf,"[""https://www.courts.michigan.gov/490820/siteassets/publications/benchbooks/civil/civilresponsivehtml5.zip/Civil/Ch_5_Discovery/Request_for_Admission.htm""]",,,,,2026-08-09,2026-08-09,URL index; robots-blocked fetch,courts.michigan.gov path confirmed in search index 2026-08-09; content.fetch returned disallow_by_robots. Multiple hash prefixes observed for some PDFs.,MJI / courts.michigan.gov,disallow_by_robots,unavailable — see audit verification method,unknown,,[],[],unknown,[],free PDF (browser),MJI publication; brief quote with citation,quote-with-citation,[],"[""Edition/revision stamp on cover not extracted this run."", ""Hash path multiplicity — prefer human navigation from MJI publications page.""]",high URL family; low edition stamp/content,,"[""references/guidance/mji-civil-proceedings-benchbook.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,guidance,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
mji-contempt-flowchart,MJI Contempt of Court Flowchart / QRM,Contempt of Court Flowchart / QRM,Michigan Judicial Institute,,MJI Contempt of Court Flowchart / QRM,official_guidance,advisory_only,Michigan (judicial education; NOT law),Benchbook/QRM is NOT law. Pair with primary MCR/MRE/statutes for any procedural instruction.,https://www.courts.michigan.gov/4aa855/siteassets/publications/benchbooks/qrms/contempt/contempt-of-court-flowchart.pdf,[],,,,,2026-08-09,2026-08-09,URL index; robots-blocked fetch,courts.michigan.gov path confirmed in search index 2026-08-09; content.fetch returned disallow_by_robots. Multiple hash prefixes observed for some PDFs.,MJI / courts.michigan.gov,disallow_by_robots,unavailable — see audit verification method,unknown,,[],[],unknown,[],free PDF (browser),MJI publication; brief quote with citation,quote-with-citation,[],"[""Edition/revision stamp on cover not extracted this run."", ""Hash path multiplicity — prefer human navigation from MJI publications page.""]",high URL family; low edition stamp/content,,"[""references/guidance/mji-contempt-resources.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,guidance,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
mji-cpp-bb,MJI Child Protective Proceedings Benchbook,Child Protective Proceedings Benchbook,Michigan Judicial Institute,,MJI Child Protective Proceedings Benchbook,official_guidance,advisory_only,Michigan (judicial education; NOT law),Benchbook/QRM is NOT law. Pair with primary MCR/MRE/statutes for any procedural instruction.,https://www.courts.michigan.gov/49bf88/siteassets/publications/benchbooks/cpp/cpp.pdf,"[""https://www.courts.michigan.gov/4aadda/siteassets/publications/benchbooks/cpp/cpp.pdf""]",,,,,2026-08-09,2026-08-09,URL index; robots-blocked fetch,courts.michigan.gov path confirmed in search index 2026-08-09; content.fetch returned disallow_by_robots. Multiple hash prefixes observed for some PDFs.,MJI / courts.michigan.gov,disallow_by_robots,unavailable — see audit verification method,unknown,,[],[],unknown,[],free PDF (browser),MJI publication; brief quote with citation,quote-with-citation,[],"[""Edition/revision stamp on cover not extracted this run."", ""Hash path multiplicity — prefer human navigation from MJI publications page.""]",high URL family; low edition stamp/content,,"[""references/guidance/mji-child-protective-proceedings-benchbook.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,guidance,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
mji-dr-qrms,MJI Domestic Relations QRMs (sample child-support checklist),Domestic Relations QRMs (sample child-support checklist),Michigan Judicial Institute,,MJI Domestic Relations QRMs (sample child-support checklist),official_guidance,advisory_only,Michigan (judicial education; NOT law),Benchbook/QRM is NOT law. Pair with primary MCR/MRE/statutes for any procedural instruction.,https://www.courts.michigan.gov/4ab386/siteassets/publications/benchbooks/qrms/family/domestic-relations/issuance-of-child-support-checklist.pdf,"[""https://www.courts.michigan.gov/4a5020/siteassets/publications/benchbooks/qrms/family/domestic-relations/det-or-mod-interstate-child-custody-dispute-(prelim-matters).pdf""]",,,,,2026-08-09,2026-08-09,URL index; robots-blocked fetch,courts.michigan.gov path confirmed in search index 2026-08-09; content.fetch returned disallow_by_robots. Multiple hash prefixes observed for some PDFs.,MJI / courts.michigan.gov,disallow_by_robots,unavailable — see audit verification method,unknown,,[],[],unknown,[],free PDF (browser),MJI publication; brief quote with citation,quote-with-citation,[],"[""Edition/revision stamp on cover not extracted this run."", ""Hash path multiplicity — prefer human navigation from MJI publications page.""]",high URL family; low edition stamp/content,,"[""references/guidance/mji-domestic-relations-quick-reference.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,guidance,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
mji-dv-bb,MJI Domestic Violence Benchbook,Domestic Violence Benchbook,Michigan Judicial Institute,,MJI Domestic Violence Benchbook,official_guidance,advisory_only,Michigan (judicial education; NOT law),Benchbook/QRM is NOT law. Pair with primary MCR/MRE/statutes for any procedural instruction.,https://www.courts.michigan.gov/499b2f/siteassets/publications/benchbooks/dvbb/dvbb.pdf,"[""https://www.courts.michigan.gov/4ac59f/siteassets/publications/benchbooks/dvbb/dvbb.pdf""]",,,,,2026-08-09,2026-08-09,URL index; robots-blocked fetch,courts.michigan.gov path confirmed in search index 2026-08-09; content.fetch returned disallow_by_robots. Multiple hash prefixes observed for some PDFs.,MJI / courts.michigan.gov,disallow_by_robots,unavailable — see audit verification method,unknown,,[],[],unknown,[],free PDF (browser),MJI publication; brief quote with citation,quote-with-citation,[],"[""Edition/revision stamp on cover not extracted this run."", ""Hash path multiplicity — prefer human navigation from MJI publications page.""]",high URL family; low edition stamp/content,,"[""references/guidance/mji-domestic-violence-benchbook.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,guidance,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
mji-evidence-bb,MJI Evidence Benchbook,Evidence Benchbook,Michigan Judicial Institute,,MJI Evidence Benchbook,official_guidance,advisory_only,Michigan (judicial education; NOT law),Benchbook/QRM is NOT law. Pair with primary MCR/MRE/statutes for any procedural instruction.,https://www.courts.michigan.gov/49dfe1/siteassets/publications/benchbooks/evidence/evidbb.pdf,"[""https://www.courts.michigan.gov/4a17ad/siteassets/publications/benchbooks/evidence/evidbb.pdf""]",,,,,2026-08-09,2026-08-09,URL index; robots-blocked fetch,courts.michigan.gov path confirmed in search index 2026-08-09; content.fetch returned disallow_by_robots. Multiple hash prefixes observed for some PDFs.,MJI / courts.michigan.gov,disallow_by_robots,unavailable — see audit verification method,unknown,,[],[],unknown,[],free PDF (browser),MJI publication; brief quote with citation,quote-with-citation,[],"[""Edition/revision stamp on cover not extracted this run."", ""Hash path multiplicity — prefer human navigation from MJI publications page.""]",high URL family; low edition stamp/content,,"[""references/guidance/mji-evidence-benchbook.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,guidance,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
mji-jj-bb,MJI Juvenile Justice Benchbook,Juvenile Justice Benchbook,Michigan Judicial Institute,,MJI Juvenile Justice Benchbook,official_guidance,advisory_only,Michigan (judicial education; NOT law),Benchbook/QRM is NOT law. Pair with primary MCR/MRE/statutes for any procedural instruction.,https://www.courts.michigan.gov/4a1362/siteassets/publications/benchbooks/jjbb/jjbb.pdf,[],,,,,2026-08-09,2026-08-09,URL index; robots-blocked fetch,courts.michigan.gov path confirmed in search index 2026-08-09; content.fetch returned disallow_by_robots. Multiple hash prefixes observed for some PDFs.,MJI / courts.michigan.gov,disallow_by_robots,unavailable — see audit verification method,unknown,,[],[],unknown,[],free PDF (browser),MJI publication; brief quote with citation,quote-with-citation,[],"[""Edition/revision stamp on cover not extracted this run."", ""Hash path multiplicity — prefer human navigation from MJI publications page.""]",high URL family; low edition stamp/content,,"[""references/guidance/mji-juvenile-and-probate-resources.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,guidance,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
mji-privileges-table,MJI Commonly-Recognized Privileges Table,Commonly-Recognized Privileges Table,Michigan Judicial Institute,,MJI Commonly-Recognized Privileges Table,official_guidance,advisory_only,Michigan (judicial education; NOT law),Benchbook/QRM is NOT law. Pair with primary MCR/MRE/statutes for any procedural instruction.,https://www.courts.michigan.gov/4aa8a4/siteassets/publications/benchbooks/qrms/evidence/commonly-recognized-privileges-table.pdf,[],,,,,2026-08-09,2026-08-09,URL index; robots-blocked fetch,courts.michigan.gov path confirmed in search index 2026-08-09; content.fetch returned disallow_by_robots. Multiple hash prefixes observed for some PDFs.,MJI / courts.michigan.gov,disallow_by_robots,unavailable — see audit verification method,unknown,,[],[],unknown,[],free PDF (browser),MJI publication; brief quote with citation,quote-with-citation,[],"[""Edition/revision stamp on cover not extracted this run."", ""Hash path multiplicity — prefer human navigation from MJI publications page.""]",high URL family; low edition stamp/content,,"[""references/michigan/privilege-and-confidentiality.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,guidance,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
mlh-home,Michigan Legal Help,MLH,Michigan Legal Help,,,self_help,informational,Michigan,,https://michiganlegalhelp.org/,"[""https://michiganlegalhelp.org/courts-and-agencies/genesee-county-friend-of-court"", ""https://michiganlegalhelp.org/resources/family/friend-of-court-overview"", ""https://michiganlegalhelp.org/resources/mifile/how-file-documents-start-new-case-mifile""]",,,,,2026-08-09,2026-08-09,direct fetches,"Home, Genesee FOC agency page, FOC overview, and MiFILE how-to fetched 2026-08-09.",michiganlegalhelp.org,200,unavailable — see audit verification method,unknown,,[],"[""genesee-foc-home"", ""mifile-available-courts""]",unknown,[],free,,quote-with-citation,[],[],high,,"[""references/genesee/legal-resource-center.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,self_help,True,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
mre-consolidated,Michigan Rules of Evidence (consolidated current text),MRE current,Michigan Supreme Court,MRE,"Michigan Rules of Evidence (restyled effective Jan. 1, 2024 per ADM 2021-10)",court_rule,binding,Michigan statewide,"Evidence rules including relevance 401–403, character 404, hearsay 801–807, authentication 901–902, contents of writings 1001–1008. Post-restyling numbering must be used.",https://www.courts.michigan.gov/492ca5/siteassets/rules-instructions-administrative-orders/rules-of-evidence/michigan-rules-of-evidence.pdf,"[""https://www.courts.michigan.gov/rules-administrative-orders-and-jury-instructions/michigan-rules-of-evidence/"", ""https://www.courts.michigan.gov/4a96cc/siteassets/rules-instructions-administrative-orders/proposed-and-recently-adopted-orders-on-admin-matters/adopted-orders/2021-10_2023-09-20_formor_amdmre.pdf""]",,,2024-01-01,"Restyling ADM File No. 2021-10, order dated 2023-09-20, effective 2024-01-01; subsequent amendments possible",2026-08-09,2026-08-09,official URL in index + ICLE secondary analysis fetch,"MRE PDF and ADM 2021-10 order URLs confirmed on courts.michigan.gov; fetch robots-blocked. ICLE community post on MRE amendments effective January 1, 2024 fetched as secondary confirmation.",Michigan Supreme Court ADM order path,disallow_by_robots,unavailable — see audit verification method,unknown,,[],"[""mre-restyle-order-2021-10"", ""icle-mre-amendments-blog"", ""mji-evidence-bb""]",continuous via ADM files,[],free,,quote-with-citation,"[""MRE 401"", ""MRE 403"", ""MRE 404(b)"", ""MRE 801-807"", ""MRE 803A"", ""MRE 901"", ""MRE 902"", ""MRE 1001-1008""]","[""Old→new numbering map must be built from official restyled PDF when human can open PDFs."", ""Do not rely on pre-2024 citation numbers in L1.""]",high for restyle effective date; medium without official PDF text,,"[""references/caselaw/evidence-authentication.md"", ""references/michigan/mre-guide.md"", ""references/audit/deep-research-source-audit-2026-08-09.md"", ""references/audit/audit-high-risk-gaps.md""]",,,rules,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
mre-restyle-order-2021-10,MSC Order Amending Michigan Rules of Evidence (ADM File No. 2021-10),MRE restyle order ADM 2021-10,Michigan Supreme Court,ADM File No. 2021-10,"ADM File No. 2021-10 (order ~Sept. 20, 2023) restyling MRE effective Jan. 1, 2024",administrative_order,binding,Michigan statewide,,https://www.courts.michigan.gov/4a96cc/siteassets/rules-instructions-administrative-orders/proposed-and-recently-adopted-orders-on-admin-matters/adopted-orders/2021-10_2023-09-20_formor_amdmre.pdf,[],,2023-09-20,2024-01-01,,2026-08-09,2026-08-09,URL confirmation via search index; robots block; ICLE secondary,Filename 2021-10_2023-09-20_formor_amdmre.pdf on courts.michigan.gov; ICLE blog confirms Jan 1 2024 effective restyling.,MSC adopted-orders path,disallow_by_robots,unavailable — see audit verification method,unknown,,[],"[""mre-consolidated""]",unknown,[],free,,quote-with-citation,[],[],high,,"[""references/michigan/mre-guide.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,rules,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
ppo-mcl-600-2950,Personal Protection Orders — MCL 600.2950 / 600.2950a,PPO statutes,Michigan Legislature,"MCL 600.2950, 600.2950a",MCL 600.2950; MCL 600.2950a,statute,binding_if_applicable,Michigan statewide,Domestic and nondomestic PPOs; conduct covered relevant to DV/coercive control framing.,https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-600-2950,"[""https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-600-2950a""]",,,,,2026-08-09,2026-08-09,URL catalog; fetch blocked,Official URLs recorded; content not retrieved this run.,MCL 600 Michigan,blocked,unavailable — see audit verification method,unknown,,[],"[""mji-dv-bb"", ""child-custody-act-1970""]",unknown,[],free,,quote-with-citation,"[""MCL 600.2950"", ""MCL 600.2950a""]",[],medium URL; low text,,"[""references/michigan/ppo-and-dv-statutes.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,statutes,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
privilege-mcl-bundle,"Michigan privilege & confidentiality statutes (psychologist, physician, mental health)",Privilege statutes bundle,Michigan Legislature,MCL 333.18237; MCL 600.2157; MCL 330.1748,MCL 333.18237; MCL 600.2157; MCL 330.1748,statute,binding,Michigan statewide,,https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-18237,"[""https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-600-2157"", ""https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-330-1748""]",,,,,2026-08-09,2026-08-09,URL catalog; robots-blocked,Official section URLs recorded; content not fetched.,MCL Michigan,blocked,unavailable — see audit verification method,unknown,,[],"[""42-cfr-part-2"", ""mji-privileges-table""]",unknown,[],free,,quote-with-citation,"[""MCL 333.18237"", ""MCL 600.2157"", ""MCL 330.1748""]",[],medium URL; low text,,"[""references/michigan/privilege-and-confidentiality.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,statutes,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
ropa,Revocation of Paternity Act,ROPA,Michigan Legislature,MCL 722.1431 et seq.,"Revocation of Paternity Act, MCL 722.1431 et seq.",statute,binding_if_applicable,Michigan (trigger-based),,https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-Act-159-of-2012,[],,,,,2026-08-09,2026-08-09,URL catalog; blocked,Candidate act URL recorded; confirm sections on legislature site.,Michigan,blocked,unavailable — see audit verification method,unknown,,[],[],unknown,[],free,,quote-with-citation,[],[],low-medium,,"[""references/michigan/revocation-of-paternity.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,statutes,False,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
